timestamp,routes
2013-01-13 10:28:00, 105
2013-01-07 15:32:02, 1
2013-01-13 05:48:00, 6
2013-01-18 23:08:15, 1
2013-01-13 08:37:00, 7
2013-01-13 03:57:00, 21
2013-01-13 13:17:00, 13
2013-01-13 04:34:00, 46
2013-01-13 09:14:00, 21
2013-01-05 19:04:43, 1
2013-01-01 16:46:15, 1
2013-01-05 03:20:28, 1
2013-01-01 18:45:02, 1
2013-01-07 18:45:14, 1
2013-01-01 17:11:51, 1
2013-01-13 07:12:00, 22
2013-01-13 11:52:00, 49
2013-01-07 04:45:14, 1
2013-01-13 03:30:00, 74
2013-01-13 10:30:00, 98
2013-01-13 04:40:00, 46
2013-01-13 04:03:00, 9
2013-01-13 09:53:00, 20
2013-01-13 02:53:00, 1
2013-01-13 04:57:00, 6
2013-01-13 10:47:00, 61
2013-01-08 10:38:07, 1
2013-01-13 05:34:00, 5
2013-01-13 11:24:00, 65
2013-01-13 00:11:00, 33
2013-01-13 06:01:00, 7
2013-01-13 11:51:00, 50
2013-01-08 10:59:25, 1
2013-01-13 13:28:00, 2
2013-01-13 06:28:00, 7
2013-01-13 00:38:00, 11
2013-01-13 06:55:00, 21
2013-01-13 01:05:00, 2
2013-01-18 09:35:38, 1
2013-01-13 01:32:00, 1
2013-01-13 07:22:00, 13
2013-01-13 08:32:00, 7
2013-01-13 01:59:00, 14
2013-01-13 07:49:00, 13
2013-01-13 10:03:00, 4
2013-01-13 03:03:00, 6
2013-01-01 19:41:43, 1
2013-01-13 03:40:00, 24
2013-01-13 10:40:00, 75
2013-01-13 08:49:00, 7
2013-01-13 01:49:00, 2
2013-01-13 09:26:00, 33
2013-01-13 02:26:00, 14
2013-01-07 19:28:53, 1
2013-01-07 16:04:30, 1
2013-01-13 05:07:00, 4
2013-01-13 05:44:00, 4
2013-01-13 03:53:00, 22
2013-01-13 04:30:00, 47
2013-01-08 10:21:01, 1
2013-01-13 00:48:00, 4
2013-01-13 11:14:00, 60
2013-01-13 00:01:00, 41
2013-01-13 11:41:00, 20
2013-01-15 22:32:00, 1
2013-01-13 07:32:00, 18
2013-01-13 06:18:00, 9
2013-01-10 16:16:38, 1
2013-01-13 13:18:00, 19
2013-01-13 07:59:00, 9
2013-01-13 09:36:00, 59
2013-01-13 06:45:00, 17
2013-01-13 08:22:00, 21
2013-01-13 02:36:00, 39
2013-01-13 01:22:00, 3
2013-01-19 01:41:01, 1
2013-01-13 11:44:00, 24
2013-01-13 11:07:00, 59
2013-01-07 18:05:36, 1
2013-01-13 09:16:00, 20
2013-01-13 08:39:00, 6
2013-01-13 06:11:00, 7
2013-01-04 22:24:00, 1
2013-01-13 06:48:00, 21
2013-01-13 03:43:00, 18
2013-01-13 09:33:00, 48
2013-01-13 04:20:00, 25
2013-01-13 10:10:00, 11
2013-01-13 10:37:00, 94
2013-01-13 07:42:00, 13
2013-01-13 04:47:00, 27
2013-01-13 01:52:00, 2
2013-01-13 08:09:00, 15
2013-01-13 02:19:00, 10
2013-01-13 05:41:00, 4
2013-01-13 02:46:00, 15
2013-01-08 15:17:50, 1
2013-01-13 03:13:00, 14
2013-01-13 13:08:00, 4
2013-01-18 23:00:15, 1
2013-01-13 13:25:00, 11
2013-01-13 11:34:00, 9
2013-01-18 00:33:16, 1
2013-01-13 10:20:00, 45
2013-01-13 10:57:00, 40
2013-01-19 16:31:57, 1
2013-01-13 09:06:00, 7
2013-01-13 09:43:00, 52
2013-01-13 07:52:00, 13
2013-01-13 08:29:00, 7
2013-01-13 06:38:00, 25
2013-01-13 07:15:00, 24
2013-01-13 05:24:00, 2
2013-01-13 08:19:00, 15
2013-01-13 04:10:00, 17
2013-01-13 07:05:00, 17
2013-01-13 05:51:00, 4
2013-01-10 07:07:59, 1
2013-01-13 04:37:00, 52
2013-01-07 23:25:03, 1
2013-01-13 03:23:00, 49
2013-01-13 00:28:00, 4
2013-01-19 01:33:55, 1
2013-01-13 02:09:00, 31
2013-01-13 00:55:00, 8
2013-01-13 07:08:00, 28
2013-01-13 11:48:00, 35
2013-01-07 22:35:11, 1
2013-01-13 11:11:00, 59
2013-01-13 06:31:00, 5
2013-01-13 00:08:00, 38
2013-01-13 13:31:00, 1
2013-01-13 07:25:00, 18
2013-01-13 08:02:00, 20
2013-01-13 01:02:00, 2
2013-01-13 01:56:00, 6
2013-01-13 04:16:00, 19
2013-01-13 08:56:00, 2
2013-01-13 09:23:00, 27
2013-01-10 14:30:37, 1
2013-01-13 04:43:00, 39
2013-01-08 00:02:36, 1
2013-01-13 02:23:00, 5
2013-01-13 02:50:00, 3
2013-01-13 09:50:00, 33
2013-01-13 05:10:00, 2
2013-01-07 17:38:07, 1
2013-01-05 21:23:06, 1
2013-01-13 10:17:00, 19
2013-01-13 05:37:00, 2
2013-01-13 03:17:00, 26
2013-01-13 06:04:00, 6
2013-01-13 10:44:00, 70
2013-01-13 13:04:00, 4
2013-01-13 00:35:00, 9
2013-01-13 07:35:00, 17
2013-01-07 18:45:40, 1
2013-01-13 08:12:00, 13
2013-01-07 06:26:32, 1
2013-01-13 11:01:00, 46
2013-01-13 06:21:00, 9
2013-01-13 13:21:00, 13
2013-01-13 06:58:00, 18
2013-01-13 11:38:00, 10
2013-01-07 14:46:55, 1
2013-01-08 07:49:28, 1
2013-01-08 11:12:48, 1
2013-01-05 19:45:00, 1
2013-01-13 10:00:00, 6
2013-01-13 03:00:00, 2
2013-01-13 05:20:00, 1
2013-01-18 13:39:15, 1
2013-01-13 04:06:00, 7
2013-01-13 01:46:00, 2
2013-01-13 08:46:00, 5
2013-01-07 08:29:26, 1
2013-01-13 10:27:00, 104
2013-01-13 05:47:00, 3
2013-01-13 03:27:00, 72
2013-01-13 04:33:00, 58
2013-01-13 09:13:00, 17
2013-01-13 02:13:00, 32
2013-01-18 21:28:55, 1
2013-01-13 07:45:00, 16
2013-01-13 05:54:00, 4
2013-01-13 10:34:00, 121
2013-01-13 05:17:00, 2
2013-01-13 09:57:00, 9
2013-01-13 02:16:00, 17
2013-01-18 18:32:08, 1
2013-01-08 11:41:59, 1
2013-01-13 01:39:00, 1
2013-01-13 13:11:00, 7
2013-01-13 02:33:00, 24
2013-01-13 03:10:00, 7
2013-01-01 19:01:00, 1
2013-01-13 03:37:00, 37
2013-01-13 00:42:00, 1
2013-01-13 11:04:00, 51
2013-01-13 06:24:00, 10
2013-01-15 16:36:00, 1
2013-01-08 01:15:53, 1
2013-01-13 06:51:00, 13
2013-01-13 03:56:00, 25
2013-01-13 11:31:00, 10
2013-01-13 08:36:00, 4
2013-01-13 04:23:00, 26
2013-01-13 07:18:00, 15
2013-01-13 09:03:00, 6
2013-01-13 11:58:00, 47
2013-01-01 23:33:10, 1
2013-01-13 08:53:00, 3
2013-01-13 04:13:00, 19
2013-01-13 09:30:00, 44
2013-01-13 04:50:00, 18
2013-01-07 18:42:01, 1
2013-01-06 05:27:00, 1
2013-01-13 02:06:00, 16
2013-01-13 02:43:00, 29
2013-01-13 03:20:00, 40
2013-01-13 00:52:00, 3
2013-01-13 00:15:00, 4
2013-01-13 00:05:00, 45
2013-01-13 07:28:00, 8
2013-01-13 10:54:00, 54
2013-01-13 06:14:00, 5
2013-01-13 11:21:00, 65
2013-01-13 07:55:00, 12
2013-01-13 09:40:00, 71
2013-01-13 05:00:00, 4
2013-01-13 10:07:00, 12
2013-01-13 06:41:00, 19
2013-01-13 03:46:00, 22
2013-01-13 08:26:00, 10
2013-01-18 10:53:26, 1
2013-01-13 02:20:00, 6
2013-01-13 05:50:00, 1
2013-01-13 11:40:00, 10
2013-01-13 11:03:00, 41
2013-01-13 06:07:00, 6
2013-01-13 02:37:00, 36
2013-01-13 11:57:00, 39
2013-01-13 06:44:00, 16
2013-01-13 03:14:00, 14
2013-01-13 03:41:00, 16
2013-01-13 07:11:00, 19
2013-01-13 08:48:00, 10
2013-01-07 20:48:02, 1
2013-01-13 07:38:00, 12
2013-01-13 09:15:00, 29
2013-01-13 08:05:00, 14
2013-01-18 23:59:49, 1
2013-01-13 03:52:00, 17
2013-01-13 09:42:00, 63
2013-01-13 13:12:00, 7
2013-01-10 15:04:11, 1
2013-01-13 04:19:00, 21
2013-01-13 00:49:00, 4
2013-01-13 10:09:00, 4
2013-01-13 05:23:00, 1
2013-01-13 06:00:00, 2
2013-01-13 04:09:00, 14
2013-01-08 10:17:06, 1
2013-01-13 13:29:00, 1
2013-01-13 04:46:00, 34
2013-01-10 00:19:05, 1
2013-01-08 10:54:06, 1
2013-01-13 11:30:00, 25
2013-01-13 02:47:00, 5
2013-01-13 03:24:00, 58
2013-01-13 10:53:00, 46
2013-01-13 02:10:00, 24
2013-01-18 17:50:17, 1
2013-01-13 07:48:00, 14
2013-01-13 06:34:00, 18
2013-01-05 08:16:58, 1
2013-01-13 08:15:00, 9
2013-01-05 14:00:07, 1
2013-01-13 07:01:00, 15
2013-01-13 00:32:00, 8
2013-01-13 09:52:00, 35
2013-01-13 08:38:00, 5
2013-01-13 00:59:00, 2
2013-01-13 10:19:00, 32
2013-01-08 02:09:40, 1
2013-01-13 09:05:00, 6
2013-01-13 13:02:00, 1
2013-01-13 04:56:00, 15
2013-01-13 08:55:00, 3
2013-01-13 00:12:00, 18
2013-01-13 07:04:00, 14
2013-01-13 03:34:00, 63
2013-01-13 06:27:00, 6
2013-01-13 02:57:00, 3
2013-01-13 13:19:00, 19
2013-01-13 10:26:00, 98
2013-01-13 04:36:00, 59
2013-01-02 14:40:00, 1
2013-01-13 09:49:00, 47
2013-01-13 03:59:00, 7
2013-01-13 00:29:00, 2
2013-01-13 07:21:00, 23
2013-01-13 07:58:00, 10
2013-01-13 04:53:00, 13
2013-01-13 05:30:00, 1
2013-01-13 05:57:00, 4
2013-01-05 21:04:10, 1
2013-01-13 01:36:00, 1
2013-01-13 10:56:00, 43
2013-01-05 18:49:41, 1
2013-01-13 02:03:00, 13
2013-01-13 11:23:00, 46
2013-01-13 08:28:00, 7
2013-01-13 11:13:00, 82
2013-01-13 01:53:00, 1
2013-01-13 02:30:00, 24
2013-01-13 11:50:00, 50
2013-01-13 03:07:00, 8
2013-01-13 00:39:00, 7
2013-01-13 09:59:00, 10
2013-01-13 10:36:00, 76
2013-01-13 00:02:00, 50
2013-01-13 09:22:00, 39
2013-01-13 07:31:00, 10
2013-01-13 08:08:00, 11
2013-01-13 06:17:00, 7
2013-01-13 06:54:00, 16
2013-01-13 04:26:00, 35
2013-01-13 05:03:00, 5
2013-01-13 05:40:00, 3
2013-01-13 03:49:00, 18
2013-01-13 13:09:00, 8
2013-01-05 01:12:58, 1
2013-01-19 13:10:11, 1
2013-01-18 09:23:42, 1
2013-01-16 13:26:00, 1
2013-01-13 10:46:00, 75
2013-01-01 14:02:01, 1
2013-01-13 02:40:00, 32
2013-01-13 09:32:00, 55
2013-01-13 03:38:00, 30
2013-01-13 08:18:00, 14
2013-01-08 00:38:28, 1
2013-01-13 07:41:00, 17
2013-01-13 03:01:00, 2
2013-01-12 18:18:00, 1
2013-01-13 08:35:00, 10
2013-01-13 13:15:00, 11
2013-01-13 04:32:00, 72
2013-01-13 09:12:00, 8
2013-01-13 03:55:00, 30
2013-01-13 00:46:00, 4
2013-01-13 05:26:00, 2
2013-01-13 10:06:00, 7
2013-01-13 10:33:00, 129
2013-01-07 20:49:38, 1
2013-01-13 05:53:00, 7
2013-01-13 11:00:00, 39
2013-01-13 06:20:00, 3
2013-01-13 02:07:00, 31
2013-01-13 06:47:00, 15
2013-01-13 11:27:00, 35
2013-01-13 07:14:00, 15
2013-01-13 02:34:00, 28
2013-01-13 11:54:00, 59
2013-01-18 19:49:49, 1
2013-01-13 01:57:00, 2
2013-01-05 10:01:54, 1
2013-01-18 19:45:33, 1
2013-01-01 09:19:27, 1
2013-01-13 10:16:00, 22
2013-01-13 05:36:00, 5
2013-01-02 09:17:00, 2
2013-01-13 09:02:00, 5
2013-01-13 04:22:00, 32
2013-01-13 09:39:00, 56
2013-01-13 04:59:00, 7
2013-01-13 00:19:00, 5
2013-01-13 00:56:00, 3
2013-01-13 03:45:00, 10
2013-01-13 08:25:00, 16
2013-01-13 13:05:00, 2
2013-01-13 00:09:00, 36
2013-01-13 09:29:00, 36
2013-01-13 04:49:00, 23
2013-01-18 23:01:02, 1
2013-01-07 10:05:50, 1
2013-01-19 09:34:52, 1
2013-01-13 02:44:00, 24
2013-01-13 07:24:00, 18
2013-01-18 13:57:23, 1
2013-01-13 06:10:00, 4
2013-01-13 10:50:00, 56
2013-01-13 06:37:00, 19
2013-01-13 11:17:00, 83
2013-01-13 07:51:00, 13
2013-01-13 03:11:00, 15
2013-01-13 06:03:00, 6
2013-01-13 10:43:00, 70
2013-01-13 06:40:00, 14
2013-01-13 02:00:00, 8
2013-01-13 11:20:00, 79
2013-01-06 10:56:31, 1
2013-01-13 08:52:00, 10
2013-01-13 04:12:00, 13
2013-01-13 07:07:00, 28
2013-01-13 02:27:00, 11
2013-01-13 11:47:00, 50
2013-01-13 04:39:00, 60
2013-01-13 07:34:00, 19
2013-01-13 09:19:00, 23
2013-01-18 19:39:47, 1
2013-01-13 02:54:00, 3
2013-01-16 21:46:00, 1
2013-01-13 03:21:00, 42
2013-01-13 05:06:00, 1
2013-01-13 00:26:00, 1
2013-01-13 08:01:00, 12
2013-01-13 09:46:00, 65
2013-01-18 20:33:06, 1
2013-01-13 05:33:00, 4
2013-01-13 10:13:00, 13
2013-01-13 00:53:00, 4
2013-01-18 23:54:52, 1
2013-01-13 03:04:00, 8
2013-01-13 07:44:00, 17
2013-01-02 08:12:21, 1
2013-01-13 06:30:00, 5
2013-01-13 01:50:00, 4
2013-01-13 11:10:00, 50
2013-01-18 14:23:30, 1
2013-01-14 22:02:00, 1
2013-01-13 03:31:00, 53
2013-01-13 05:16:00, 1
2013-01-13 00:36:00, 8
2013-01-13 08:11:00, 10
2013-01-13 09:56:00, 10
2013-01-13 06:57:00, 20
2013-01-13 04:02:00, 10
2013-01-13 08:42:00, 4
2013-01-13 02:17:00, 13
2013-01-13 11:37:00, 7
2013-01-13 13:22:00, 18
2013-01-19 16:20:02, 1
2013-01-07 18:12:27, 1
2013-01-13 05:43:00, 4
2013-01-13 10:23:00, 58
2013-01-13 04:29:00, 42
2013-01-13 09:09:00, 15
2013-01-19 10:09:41, 1
2013-01-13 07:00:00, 16
2013-01-13 00:33:00, 1
2013-01-13 06:23:00, 8
2013-01-13 13:23:00, 7
2013-01-13 07:17:00, 16
2013-01-13 08:27:00, 13
2013-01-13 07:54:00, 6
2013-01-13 02:04:00, 31
2013-01-13 09:04:00, 10
2013-01-01 23:26:42, 1
2013-01-06 16:37:03, 1
2013-01-13 02:31:00, 25
2013-01-13 09:31:00, 42
2013-01-13 08:21:00, 18
2013-01-13 09:58:00, 7
2013-01-18 22:36:39, 1
2013-01-13 04:08:00, 14
2013-01-13 02:58:00, 5
2013-01-13 10:25:00, 85
2013-01-13 04:35:00, 45
2013-01-13 03:25:00, 65
2013-01-13 10:52:00, 55
2013-01-13 05:02:00, 4
2013-01-13 05:29:00, 1
2013-01-13 11:19:00, 80
2013-01-13 00:43:00, 3
2013-01-07 18:03:30, 1
2013-01-05 23:16:00, 1
2013-01-13 11:09:00, 64
2013-01-13 00:06:00, 32
2013-01-13 11:46:00, 28
2013-01-05 21:28:33, 1
2013-01-18 21:13:26, 1
2013-01-13 06:50:00, 14
2013-01-13 07:27:00, 21
2013-01-13 08:04:00, 23
2013-01-08 00:40:22, 1
2013-01-13 06:13:00, 7
2013-01-13 13:13:00, 7
2013-01-13 03:08:00, 10
2013-01-13 10:08:00, 4
2013-01-13 08:54:00, 3
2013-01-13 01:54:00, 1
2013-01-13 03:35:00, 53
2013-01-13 10:35:00, 89
2013-01-13 02:21:00, 7
2013-01-13 09:21:00, 24
2013-01-13 05:12:00, 2
2013-01-13 03:58:00, 14
2013-01-13 05:39:00, 2
2013-01-13 11:56:00, 48
2013-01-13 04:25:00, 34
2013-01-13 10:42:00, 66
2013-01-18 20:56:30, 1
2013-01-13 00:16:00, 4
2013-01-13 10:05:00, 12
2013-01-13 04:15:00, 17
2013-01-13 04:52:00, 15
2013-01-13 08:14:00, 8
2013-01-13 02:24:00, 4
2013-01-06 00:46:25, 1
2013-01-13 01:47:00, 1
2013-01-13 07:37:00, 23
2013-01-18 19:43:11, 1
2013-01-05 09:50:38, 1
2013-01-13 02:41:00, 37
2013-01-13 03:18:00, 26
2013-01-13 00:13:00, 9
2013-01-13 00:50:00, 7
2013-01-13 11:12:00, 75
2013-01-13 08:44:00, 4
2013-01-13 11:39:00, 13
2013-01-05 03:00:46, 1
2013-01-18 23:21:32, 1
2013-01-13 06:16:00, 5
2013-01-13 09:11:00, 13
2013-01-13 03:48:00, 10
2013-01-13 06:43:00, 22
2013-01-13 09:38:00, 56
2013-01-13 06:33:00, 14
2013-01-13 07:10:00, 17
2013-01-13 05:19:00, 1
2013-01-13 05:56:00, 1
2013-01-13 04:05:00, 11
2013-01-13 04:42:00, 40
2013-01-13 02:51:00, 1
2013-01-07 00:21:46, 1
2013-01-13 03:28:00, 62
2013-01-13 01:37:00, 1
2013-01-13 02:14:00, 19
2013-01-18 14:30:03, 1
2013-01-13 00:23:00, 2
2013-01-13 01:00:00, 4
2013-01-19 00:22:03, 1
2013-01-12 19:17:00, 1
2013-01-13 11:02:00, 38
2013-01-13 09:48:00, 58
2013-01-13 08:34:00, 6
2013-01-13 11:29:00, 17
2013-01-07 08:17:06, 1
2013-01-07 09:54:33, 1
2013-01-13 10:15:00, 29
2013-01-13 07:20:00, 25
2013-01-13 07:47:00, 16
2013-01-13 06:06:00, 4
2013-01-13 09:01:00, 11
2013-01-13 04:48:00, 29
2013-01-13 09:28:00, 45
2013-01-13 02:28:00, 15
2013-01-13 08:51:00, 13
2013-01-13 04:11:00, 15
2013-01-13 01:51:00, 2
2013-01-13 09:45:00, 65
2013-01-13 03:22:00, 47
2013-01-13 05:42:00, 2
2013-01-13 10:22:00, 73
2013-01-07 10:42:22, 1
2013-01-13 05:05:00, 1
2013-01-13 02:45:00, 20
2013-01-15 14:36:00, 1
2013-01-13 06:36:00, 16
2013-01-13 11:16:00, 67
2013-01-13 11:43:00, 17
2013-01-14 06:23:00, 1
2013-01-13 07:03:00, 28
2013-01-13 00:03:00, 37
2013-01-13 07:30:00, 21
2013-01-13 00:30:00, 6
2013-01-07 20:44:18, 1
2013-01-13 00:57:00, 3
2013-01-13 07:57:00, 8
2013-01-02 06:58:08, 1
2013-01-13 03:44:00, 22
2013-01-08 11:19:08, 1
2013-01-07 16:31:19, 1
2013-01-13 08:24:00, 13
2013-01-05 18:59:29, 1
2013-01-06 22:29:04, 1
2013-01-13 05:15:00, 4
2013-01-13 09:55:00, 10
2013-01-13 05:52:00, 2
2013-01-13 03:32:00, 56
2013-01-13 10:32:00, 112
2013-01-13 04:01:00, 4
2013-01-13 08:41:00, 2
2013-01-13 01:41:00, 2
2013-01-13 02:18:00, 7
2013-01-13 09:18:00, 17
2013-01-13 04:38:00, 51
2013-01-10 14:27:05, 1
2013-01-10 15:34:30, 1
2013-01-13 07:40:00, 22
2013-01-13 00:40:00, 4
2013-01-13 11:06:00, 45
2013-01-13 06:26:00, 7
2013-01-13 13:26:00, 6
2013-01-13 08:07:00, 17
2013-01-13 06:53:00, 25
2013-01-13 11:33:00, 8
2013-01-13 03:05:00, 7
2013-01-13 03:42:00, 19
2013-01-13 01:14:00, 2
2013-01-07 18:24:11, 1
2013-01-02 16:23:00, 1
2013-01-06 00:15:44, 1
2013-01-13 00:37:00, 9
2013-01-13 06:56:00, 14
2013-01-13 11:36:00, 9
2013-01-13 10:59:00, 37
2013-01-13 06:19:00, 10
2013-01-13 03:51:00, 27
2013-01-13 08:31:00, 7
2013-01-13 09:08:00, 9
2013-01-13 04:28:00, 50
2013-01-13 07:13:00, 21
2013-01-13 11:53:00, 45
2013-01-13 07:50:00, 14
2013-01-13 10:02:00, 5
2013-01-13 05:22:00, 4
2013-01-13 08:17:00, 15
2013-01-13 10:29:00, 113
2013-01-13 05:49:00, 2
2013-01-13 02:11:00, 36
2013-01-13 13:16:00, 20
2013-01-13 02:38:00, 53
2013-01-13 13:33:00, 1
2013-01-05 19:52:03, 1
2013-01-13 00:10:00, 28
2013-01-13 00:47:00, 6
2013-01-13 08:00:00, 19
2013-01-13 06:46:00, 18
2013-01-13 11:26:00, 30
2013-01-13 07:23:00, 19
2013-01-13 05:32:00, 2
2013-01-13 10:12:00, 13
2013-01-13 10:49:00, 59
2013-01-13 06:09:00, 7
2013-01-13 04:18:00, 15
2013-01-13 08:58:00, 2
2013-01-13 04:55:00, 8
2013-01-13 09:35:00, 61
2013-01-13 05:59:00, 5
2013-01-13 10:39:00, 88
2013-01-13 04:45:00, 50
2013-01-13 09:25:00, 38
2013-01-18 11:47:37, 1
2013-01-13 02:48:00, 9
2013-01-10 17:19:42, 1
2013-01-08 10:08:49, 1
2013-01-13 13:06:00, 2
2013-01-13 00:20:00, 4
2013-01-13 03:15:00, 24
2013-01-13 02:01:00, 13
