7566E53736165329DB9634FA9821C6B1,2EC75473881F85109291EAC8F85C3A2E,VTS,1,,2013-01-13 03:23:00,2013-01-13 03:38:00,1,900,4.68,-73.925133,40.762646,-73.988876,40.756016
F8B0B95E14882D63C9FE3C880158C463,CCEA1D19ED163EBD24AE2B44D35A45B5,VTS,1,,2013-01-13 03:26:00,2013-01-13 03:39:00,1,780,4.66,-73.983459,40.765854,-73.943268,40.768982
A32F4B12D699E84231D390AB0CEB4D52,2D05FFAA5AA632D56ED3356CDBDCE5F5,VTS,1,,2013-01-13 03:11:00,2013-01-13 03:31:00,2,1200,6.39,-73.987801,40.724209,-73.970879,40.795761
A0ACEC39526994497557427CBC1519C4,D60E62FECD9B9A2DB3DF3C9D66878F7B,VTS,1,,2013-01-13 11:01:00,2013-01-13 11:13:00,5,720,2.51,-73.947411,40.775955,-73.975777,40.765495
CC03924325A7B52C4D3C9D0EC3DEBEEA,D64C5CCF1B3E06620D961C6AFCFEFBFE,VTS,1,,2013-01-13 11:07:00,2013-01-13 11:13:00,1,360,1.74,-74.001678,40.719746,-73.995171,40.739693
652A55660710A84FF76B1B42B2DD6AD1,FA32183F975419C39AB977302BCA07D9,VTS,1,,2013-01-13 11:07:00,2013-01-13 11:15:00,1,480,1.49,-73.952034,40.777882,-73.974258,40.784828
CA2AD3844103E13D2F25FAA682ED11EF,B7C14A40F954F0D86BAF6A3A774C9543,VTS,1,,2013-01-13 11:12:00,2013-01-13 11:16:00,6,240,.81,-73.989136,40.72031,-73.986237,40.72879
9FB7A7C1D7B960D8B17829145C6A1CF2,58C17BE650EABC61C34AA1E52D3FC360,VTS,1,,2013-01-13 10:53:00,2013-01-13 10:57:00,5,240,.91,-73.986534,40.758831,-73.982224,40.767593
9786E56B89705E96F375715B844D2336,7DC1B0AE8005785D16DC3A1708002BF0,VTS,1,,2013-01-13 10:48:00,2013-01-13 10:53:00,1,300,1.19,-73.964737,40.791512,-73.954994,40.783276
44B186ACF370E80644A2A479308E69F6,0BDC6300716C085935BE6448685659B3,VTS,1,,2013-01-13 10:30:00,2013-01-13 10:55:00,2,1500,6.47,-73.993011,40.751991,-73.953224,40.802143
0C1D71615442EE43AAF64C16BDF5FA28,5A7C1F84097219264BE9C7B172BD784D,VTS,1,,2013-01-13 10:43:00,2013-01-13 10:55:00,5,720,2.73,-73.9758,40.782204,-73.94635,40.792145
A9DC75D59E0EA27E1ED328E8BE8CD828,94E1D7C28F66ED93BD4A90B74FAB7356,VTS,1,,2013-01-13 10:38:00,2013-01-13 10:54:00,6,960,5.34,-73.950218,40.795612,-73.998077,40.730331
