8B7DB5F212307EF40A4B805302DF77F5,DE6C6303882CDA1592A2E95DE0EA80DE,VTS,2,,2013-01-13 10:55:00,2013-01-13 11:24:00,1,1740,17.09,0,0,0,0
EA7677FAD8263B351D45713DC275BBB1,B57913DFEE0ACA9E3395B04D821796CF,VTS,1,,2013-01-13 11:17:00,2013-01-13 11:26:00,1,540,.74,-73.983398,40.763111,-73.983398,40.763111
5E6E7449087DF76AD2B6B630018A0804,90D9C33FAB35CA4C9388A2B9476F7C9C,VTS,1,,2013-01-13 11:22:00,2013-01-13 11:26:00,1,240,.95,-73.945152,40.778778,-73.957695,40.779751
D91F6CD88D35DEFB4293928C660F7370,A9F2F08D68C8CE0C654629D8BF3D4FFE,VTS,1,,2013-01-13 02:39:00,2013-01-13 02:45:00,6,360,1.35,-73.955376,40.779865,-73.96965,40.789646
47BF1F252F0CE798582074C829523047,244A7FCC015CF659EC7E3BFC3688C47A,VTS,1,,2013-01-13 02:36:00,2013-01-13 02:42:00,3,360,1.68,-73.98658,40.730167,-73.972221,40.747349
8802CFCB760848A9E358CAEF7F2B0075,874C1006DC9C864826554E465F6CF80B,VTS,1,,2013-01-13 02:30:00,2013-01-13 02:43:00,1,780,3.27,-73.947479,40.672459,-73.985733,40.661961
A47AD2D8C7273EEF99AE063BE87B46A1,C19588A3D4F8497C7D4A02DA2D25E879,VTS,1,,2013-01-13 02:33:00,2013-01-13 02:41:00,1,480,2.10,-74.002548,40.733856,-74.016037,40.711105
3A1C120525EFE99779F39B4866001C49,2826C086D04009467AC25491528A69B0,VTS,1,,2013-01-13 02:28:00,2013-01-13 02:43:00,6,900,3.34,-74.004433,40.719326,-73.97245,40.75267
9830AA6BCA99F582C08EC7C91088C93A,C84251EA4C87CAB81608667F00B397BB,VTS,1,,2013-01-13 02:40:00,2013-01-13 02:44:00,3,240,.86,-73.978729,40.747868,-73.990227,40.750763
89C5EEA6625B996DF6B78EC635EDE643,B20AB831B143244553FF64C0A11ED419,VTS,1,,2013-01-13 02:16:00,2013-01-13 02:39:00,2,1380,5.56,-73.983368,40.726028,-73.92926,40.700413
BC38F5572EA7D45487D763B099D8512D,4D2AEE40BBA820D001C551DFDAEF1EBD,VTS,1,,2013-01-13 02:41:00,2013-01-13 02:45:00,1,240,.78,-73.967682,40.765404,-73.958839,40.768978
55A0A2A97F06FEF808382CD385597F84,B162F61E522964BDEAE9277EE96B651B,VTS,1,,2013-01-13 02:36:00,2013-01-13 02:44:00,1,480,2.23,-73.98761,40.73431,-73.969772,40.757496
40898D85898A74F94FEC5325FF419AC3,434A938E503E77D343D723D94F4AAD00,VTS,1,,2013-01-13 11:20:00,2013-01-13 11:22:00,2,120,.35,-73.955162,40.770889,-73.952827,40.772507
92A42B825ECEE8C35607A72B42DFBA29,7A7817FC53764DA0F744BC0609BB5479,VTS,1,,2013-01-13 11:12:00,2013-01-13 11:22:00,5,600,1.80,-73.96714,40.752151,-73.980988,40.768322
E74B118B9953930D92C8B3F3B69E9E13,30099DB7C3D8714EB09B081877930680,VTS,1,,2013-01-13 11:17:00,2013-01-13 11:24:00,1,420,.80,-73.989578,40.758842,-73.990303,40.751606
E4D5B759BC1D25B98DDD3980F3A4B65E,60448019BA030F71DC444A10D4A0336D,VTS,1,,2013-01-13 11:06:00,2013-01-13 11:20:00,1,840,3.09,-73.986824,40.759445,-74.003891,40.720749
C42771EA9308C7D72FC5F3C8447A92B9,3985BE5A5DFF832F622BB46FC93885D5,VTS,1,,2013-01-13 11:17:00,2013-01-13 11:23:00,2,360,1.66,-73.968185,40.799583,-73.956078,40.818356
E15B018104182FAD301CFA1CD0B9C4EE,284FDAC27A38E2DF9D1EA9B42DDE996A,VTS,1,,2013-01-13 11:03:00,2013-01-13 11:21:00,2,1080,4.36,-73.994873,40.745182,-73.963615,40.774616
123707F35B6C29F9154A1980F16DF5EC,1DA17500932C4A8A6F3D2DBCF968A092,VTS,1,,2013-01-13 11:18:00,2013-01-13 11:28:00,5,600,2.80,-73.968079,40.752632,-73.956139,40.784145
48186A4CEC71F1A3A2B148BA06FB303F,2DBD4FA5BFE8B182841495F5E4940096,VTS,1,,2013-01-13 10:54:00,2013-01-13 11:26:00,1,1920,5.70,-73.99646,40.753094,-73.953987,40.801208
6902E3F375899EAFC50A40DBD191D340,85B624BB696BCD57939EAA369B585B4E,VTS,1,,2013-01-13 11:18:00,2013-01-13 11:25:00,1,420,1.69,-73.983627,40.73748,-73.971519,40.756062
4732F08B4851C4638A1901D02E3DB12C,E4F77DE33F62D0BE9ED1924806B69224,VTS,1,,2013-01-13 11:22:00,2013-01-13 11:30:00,1,480,1.72,-73.952599,40.783718,-73.97261,40.795921
6A2F0DA64D7DF09787DC786CEDF48D17,38DD33A0FF965A61F136D0BEE262EE3C,VTS,1,,2013-01-13 11:22:00,2013-01-13 11:29:00,1,420,2.01,-73.98185,40.744167,-74.010147,40.748714
0A6716952AE1B7B1EB901776A8DB82C8,60EBBCD334EE43E67C35522B24E3B249,VTS,1,,2013-01-13 11:14:00,2013-01-13 11:26:00,5,720,2.75,0,0,0,0
ABF28742E7EE5B3142F67B6FC2191EDD,785A9F515A844081A216BC81C8C39477,VTS,1,,2013-01-13 11:13:00,2013-01-13 11:25:00,4,720,1.19,-73.985901,40.76218,-73.97628,40.744392
F73480CC6FCF4DC8F4053AA3167295D5,91D4BA40B33DF102C97B3AFC98864BEF,VTS,1,,2013-01-13 11:23:00,2013-01-13 11:26:00,1,180,.48,-73.998253,40.722897,-73.992149,40.723927
AC496252AF3119662DEDBFD24A70E83B,D8C30F3302975DE509008CD20BC4BB09,VTS,1,,2013-01-13 11:19:00,2013-01-13 11:24:00,1,300,1.02,-73.97612,40.786217,-73.968361,40.798962
0DF80FDB0E48E1A2534EE0F509BC66FB,3EE0D20F8F238597A161B54C8703BDE1,VTS,1,,2013-01-13 11:06:00,2013-01-13 11:25:00,1,1140,5.12,-73.988457,40.748497,-73.948662,40.80909
F5BB809E7858A669C9A1E8A12A3CCF81,FECE6C5B23846494C6FDAC469D57C702,VTS,1,,2013-01-13 11:21:00,2013-01-13 11:27:00,1,360,1.34,-73.983765,40.758476,-73.982521,40.770527
EF081C9F6B489EC18EDBF2861BE64137,A1E078ED297768917C9CF6FAB720670E,VTS,1,,2013-01-13 11:19:00,2013-01-13 11:24:00,6,300,2.72,-73.976791,40.739346,-73.953461,40.771358
8E7A10A881DEF75BE6BA7AFF896610FD,6E487ABFD5034F5CAFF789AFE82666B6,VTS,1,,2013-01-13 11:20:00,2013-01-13 11:27:00,1,420,1.45,-73.955894,40.779728,-73.977623,40.788849
72FF6054FF9D43ADE48A1C294E7816F9,30248FDA2509E53E2C547B7E42150E59,VTS,1,,2013-01-13 09:31:00,2013-01-13 09:34:00,5,180,.86,-73.957069,40.783123,-73.961739,40.775719
D6CFFA55D455E36D36C110DAD75F09C7,21FBBFAFAC93BF8CB18BD8332A302474,VTS,1,,2013-01-13 09:33:00,2013-01-13 09:37:00,1,240,.87,-73.981003,40.774284,-73.982414,40.763447
F4A70CF9DBBC2357C5F6ED5EC5AB9165,CD8FC88CA2F1173DA433971AF6E99676,VTS,1,,2013-01-13 09:33:00,2013-01-13 09:37:00,1,240,.96,-73.980431,40.766373,-73.986145,40.772396
F6D013C344B019F8DBE0FF12886BCAFA,FB9E20E50ED497151305FE57DACD196A,VTS,1,,2013-01-13 09:29:00,2013-01-13 09:38:00,5,540,1.75,-73.953812,40.771358,-73.9758,40.777065
56F5FA82A315C8E58E017A775D471C5A,6D9E54409F3E9F367BDCDA0895D7B574,VTS,1,,2013-01-13 09:35:00,2013-01-13 09:37:00,4,120,.80,-73.951218,40.78548,-73.956856,40.777588
303E3DE4DEBD8B0D4DBD0FBAF4512372,4947DD1347CA7D0F52FCD645A2F21BDE,VTS,1,,2013-01-13 09:33:00,2013-01-13 09:38:00,5,300,1.26,-73.955307,40.773148,-73.965378,40.759022
274157A7E6A1820B13BB747B086462AD,9645E325B3E2CCA64E2A6488D7904663,VTS,1,,2013-01-13 11:39:00,2013-01-13 11:56:00,2,1020,5.72,-74.014526,40.704094,-73.988594,40.750378
7B0FCDFF4DC4D7E6379CD6595C024F1D,D12819450666F0C19E7F3C3E3C8843C8,VTS,1,,2013-01-13 11:54:00,2013-01-13 11:59:00,1,300,.98,-73.951447,40.778553,-73.959793,40.767166
6EB0E5A9DBE141CF8B114AB7EC64C93A,E579E10E8266E926D6122CD8633FCD82,VTS,1,,2013-01-13 11:54:00,2013-01-13 11:57:00,6,180,1.13,-74.002205,40.727985,-73.990814,40.730583
B0E3A2CF1A7FDC886F9C776301C42F5B,9614FC7C06DE9B0D301D9A28F1520CB8,VTS,1,,2013-01-13 11:55:00,2013-01-13 12:01:00,5,360,1.33,-73.985046,40.736458,-73.99836,40.726273
B5332FF1A3782CC7610AEBDF98D0A1F3,B64D0C1945A535DE741FC40B3867ECEF,VTS,1,,2013-01-13 11:46:00,2013-01-13 11:59:00,1,780,3.54,-74.007637,40.705227,-74.007591,40.74189
FF91C1751D838A4D176A4919DD1808FA,64A35AF9F4E48A107F11F1FDBC0F3F59,VTS,1,,2013-01-13 11:56:00,2013-01-13 12:01:00,5,300,.95,-73.954567,40.787357,-73.944458,40.779694
D4F11D4DBD6462558977E1DA00D7137A,6F65888867E1D9D0FDA28853985C2CBF,VTS,1,,2013-01-13 11:54:00,2013-01-13 11:59:00,1,300,1.03,-73.993042,40.752975,-73.984482,40.761604
4E0F1B56D71FF52B217AD7B25EF9654F,64AF3F606782AFD88712F8FC9CAC0F14,VTS,1,,2013-01-13 11:56:00,2013-01-13 11:57:00,1,60,.05,-73.955078,40.769211,-73.95015,40.775841
6C394D1F58385C9888347C58531904AB,D043CC53C82B6BADD9B4EB942A7A98C2,VTS,1,,2013-01-13 06:47:00,2013-01-13 06:53:00,3,360,2.76,-73.974289,40.783703,-73.985466,40.760513
848AC8C699E0BE2A7A04605006116745,C0DA63ED630019FF434B139F8AE35117,VTS,2,,2013-01-13 06:17:00,2013-01-13 06:48:00,1,1860,18.36,-73.790924,40.64542,-74.004051,40.747437
922A3E1ADDF6051B5D02568AC6D20FEA,13EFC4F916F4064C6F53A663FBD8A39A,VTS,1,,2013-01-13 06:29:00,2013-01-13 06:53:00,5,1440,11.84,-73.987396,40.760555,-73.871124,40.7742
E5354E7C09F7AAED5521A0C6EFC8ECC6,A8A72E1364E59CC4E9BB26EC3E2A98A6,VTS,1,,2013-01-13 06:42:00,2013-01-13 06:46:00,1,240,1.04,-73.943352,40.789455,-73.94928,40.793621
8BB44C8B56939C6D2399DAD321ED26BD,D0917FE864E26F4ABD1D9653C72CD337,VTS,1,,2013-01-13 06:44:00,2013-01-13 06:52:00,1,480,1.36,-73.943871,40.795528,-73.946198,40.789425
25C5FB601367DC0568353E85E6E2BCE4,11ACFDF4B6C51AC3CD3BC936AD028630,VTS,1,,2013-01-13 06:39:00,2013-01-13 06:50:00,1,660,4.98,-73.955757,40.812893,-73.990677,40.765968
51B28E1B848D854B2A634F0478188F4D,FDE4370F03ECB20A57069789E2BFDDC0,VTS,1,,2013-01-13 06:48:00,2013-01-13 06:51:00,5,180,1.27,-73.975777,40.749271,-73.964638,40.762947
6F70168FE64F69314DBEC466449E410C,8E307F092891FB1032B8BD4297047214,VTS,1,,2013-01-13 06:48:00,2013-01-13 06:52:00,2,240,1.24,-73.990471,40.756592,-73.978554,40.76572
BC3B68D5DA21F21FDC5574B6D0A7C175,0E8C13DA7B6FCE7EF88F89CC1403B3AB,VTS,1,,2013-01-13 06:28:00,2013-01-13 06:51:00,1,1380,11.13,-73.986984,40.720791,-73.863647,40.692055
2DA69B9659AF1B087A3BC7D5FEF3B2B7,F753E587C7C486A70794B8FF54EA26F6,VTS,1,,2013-01-13 06:37:00,2013-01-13 06:38:00,4,60,.00,-74.003365,40.756367,-74.003365,40.756359
1FD6B0F93285DC7F46CC835EFB221560,49C07BABB9243AF0CB6CDF687C1D6E7B,VTS,1,,2013-01-13 06:34:00,2013-01-13 06:52:00,1,1080,9.68,-73.982407,40.756363,-73.87117,40.774101
