FE2C9B033BB693BC7CD7EF9521B31DE8,B28550A1D50390F6646313B494AE4644,VTS,1,,2013-01-13 10:07:00,2013-01-13 10:08:00,6,60,.34,-73.955887,40.778946,-73.956734,40.777397
680A6CA14000DE551D88B3E56A97D8E9,A664DDE0D62E8A03372170DFE0CDD407,VTS,1,,2013-01-13 10:00:00,2013-01-13 10:06:00,5,360,2.32,-73.941231,40.792202,-73.96225,40.763283
1E382090C15DF8B41B5D221A60958733,6DC841A5F028073A75BD0F570AB57035,VTS,1,,2013-01-13 09:57:00,2013-01-13 10:07:00,1,600,1.50,-73.970398,40.762356,-73.983864,40.769203
0081EFFCBB2AD30F9D85B3A07F5EAB45,0D7D469D08E8CCAF4EC3B8C020463C74,VTS,1,,2013-01-13 10:08:00,2013-01-13 10:11:00,1,180,.76,-73.991531,40.756817,-73.991531,40.756817
8E7A10A881DEF75BE6BA7AFF896610FD,6E487ABFD5034F5CAFF789AFE82666B6,VTS,1,,2013-01-13 09:59:00,2013-01-13 10:09:00,1,600,2.83,-73.978127,40.786282,-73.994194,40.755775
02EBF943439BE7166F1AD99291E5F82B,2B7A7DAB3B677033F1CC50BE0DD1451A,VTS,1,,2013-01-13 09:47:00,2013-01-13 10:08:00,3,1260,10.06,-73.974266,40.756413,-73.861427,40.768082
C237C9E9AB5AEDBA8845205C06281BFE,59CC63DDD6BCC7B62F29A2A71CF470D0,VTS,1,,2013-01-13 10:01:00,2013-01-13 10:09:00,2,480,2.16,-73.991753,40.743698,-73.987434,40.760773
A8CFEE54A46118E649DA8C119C7FE217,1470240BADD2294A3D81A1CC49481E49,VTS,2,,2013-01-13 09:42:00,2013-01-13 10:02:00,1,1200,16.20,-73.974922,40.756393,-73.795174,40.644512
037CB433AB5895649F7A9EF37F767EF1,A451E9D62B58ABD06887E2581A7AB2E0,VTS,1,,2013-01-13 09:57:00,2013-01-13 10:03:00,2,360,.81,-73.970497,40.752193,-73.978668,40.753223
D27A0F1D7A560D03E1D7EE27DE354EBA,03A2D28F831C5C3E590F9E4A511BD3B1,VTS,1,,2013-01-13 09:47:00,2013-01-13 10:02:00,6,900,3.72,-73.985687,40.762012,-73.962105,40.810631
